qiu	phrase-prefix,syllable
qiuc	phrase-prefix
qiuch	phrase-prefix
qiuche	phrase-prefix
qiuchen	phrase-prefix
qiucheng	phrase-full
qiuchu	phrase-prefix
qiuchua	phrase-prefix
qiuchuan	phrase-prefix
qiuchuang	phrase-prefix
qiuchuangh	phrase-prefix
qiuchuanghu	phrase-prefix
qiuchuanghua	phrase-prefix
qiuchuanghuan	phrase-full
qiug	phrase-prefix
qiuge	phrase-prefix
qiugen	phrase-full
qiuh	phrase-prefix
qiuha	phrase-prefix
qiuhao	phrase-prefix
qiuhaob	phrase-prefix
qiuhaobu	phrase-prefix
qiuhaobur	phrase-prefix
qiuhaobura	phrase-prefix
qiuhaoburan	phrase-full
qiuy	phrase-prefix
qiuyi	phrase-prefix
qiuyin	phrase-full
qiuz	phrase-prefix
qiuzh	phrase-prefix
qiuzhu	phrase-prefix
qiuzhuw	phrase-prefix
qiuzhuwu	phrase-prefix
qiuzhuwum	phrase-prefix
qiuzhuwume	phrase-prefix
qiuzhuwumen	phrase-full
qiw	adjacent-key,phrase-prefix
qiwe	phrase-prefix
qiwen	phrase-full,phrase-prefix
qiweng	phrase-prefix
qiwengo	phrase-prefix
qiwengon	phrase-prefix
qiwengong	phrase-prefix
qiwengongs	phrase-prefix
qiwengongsh	phrase-prefix
qiwengongsha	phrase-prefix
qiwengongshan	phrase-prefix
qiwengongshang	phrase-full
qix	phrase-prefix
qixi	phrase-prefix
qixia	phrase-prefix
qixian	phrase-full,phrase-prefix
qixiang	phrase-prefix
qixiangw	phrase-prefix
qixiangwe	phrase-prefix
qixiangwei	phrase-prefix
qixiangweix	phrase-prefix
qixiangweixi	phrase-prefix
qixiangweixin	phrase-prefix
qixiangweixing	phrase-full
qixiao	phrase-prefix
qixiaos	phrase-prefix
qixiaosh	phrase-prefix
qixiaoshi	phrase-prefix
qixiaoshih	phrase-prefix
qixiaoshiho	phrase-prefix
qixiaoshihou	phrase-full
qiy	adjacent-key,phrase-prefix
qiyu	phrase-prefix
qiyua	phrase-prefix
qiyuan	phrase-full
qj	phrase-initial
qjian	phrase-mixed
qjie	phrase-mixed
qjing	phrase-mixed
qjinl	phrase-mixed
qjiurzhi	phrase-mixed
qjiuyxin	phrase-mixed
qjjz	phrase-initial
qjl	phrase-initial
qjrz	phrase-initial
qjujzong	phrase-mixed
qjyx	phrase-initial
qk	phrase-initial
qke	phrase-mixed
qkun	phrase-mixed
ql	phrase-initial
qlcx	phrase-initial
qldq	phrase-initial
qldy	phrase-initial
qleidqiang	phrase-mixed
qliang	phrase-mixed
qlie	phrase-mixed
qlin	phrase-mixed
qlindyu	phrase-mixed
qluecxing	phrase-mixed
qm	phrase-initial
qmao	phrase-mixed
qmei	phrase-mixed
qmen	phrase-mixed
qmg	phrase-initial
qmingsjie	phrase-mixed
qmsj	phrase-initial
qmug	phrase-mixed
qn	missing-letter
qng	missing-letter
qni	transposed-letters
qnig	transposed-letters
qnu	transposed-letters
qo	adjacent-key
qoa	adjacent-key
qoan	adjacent-key
qoang	adjacent-key
qoao	adjacent-key
qoe	adjacent-key
qoing	transposed-letters
qon	adjacent-key
qong	adjacent-key,missing-letter
qoong	adjacent-key
qou	adjacent-key
qp	phrase-initial
qpaod	phrase-mixed
qpd	phrase-initial
qpiao	phrase-mixed
qpoz	phrase-mixed
qpz	phrase-initial
qq	phrase-initial
qqd	phrase-initial
qqi	phrase-mixed
qqiang	phrase-mixed
qqid	phrase-mixed
qqiuwshi	phrase-mixed
qqws	phrase-initial
qs	phrase-initial
qsaof	phrase-mixed
qsaomlu	phrase-mixed
qsf	phrase-initial
qsfb	phrase-initial
qshan	phrase-mixed
qshuifbing	phrase-mixed
qsml	phrase-initial
qsuowjian	phrase-mixed
qswj	phrase-initial
qt	phrase-initial
qta	phrase-mixed
qtao	phrase-mixed
qtian	phrase-mixed
qu	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
qua	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
quab	adjacent-key
quam	adjacent-key
quan	adjacent-key,phrase-prefix,syllable
quang	adjacent-key
quanh	phrase-prefix
quanhe	phrase-prefix
quanhen	phrase-prefix
quanheng	phrase-full
quanj	phrase-prefix
quanji	phrase-prefix
quanjia	phrase-prefix
quanjian	phrase-full
quanl	phrase-prefix
quanle	phrase-prefix
quanlei	phrase-prefix
quanleid	phrase-prefix
quanleida	phrase-prefix
quanleidaq	phrase-prefix
quanleidaqi	phrase-prefix
quanleidaqia	phrase-prefix
quanleidaqian	phrase-prefix
quanleidaqiang	phrase-full
quanli	phrase-prefix
quanlia	phrase-prefix
quanlian	phrase-prefix
quanliang	phrase-full
quanq	phrase-prefix
quanqi	phrase-full
quant	phrase-prefix
quanta	phrase-full,phrase-prefix
quantao	phrase-full
quanti	phrase-prefix
quantia	phrase-prefix
quantian	phrase-full
quanw	phrase-prefix
quanwa	phrase-prefix
quanwai	phrase-prefix
quanwair	phrase-prefix
quanwaire	phrase-prefix
quanwairen	phrase-full
quao	adjacent-key
qub	adjacent-key
quc	phrase-prefix
quch	phrase-prefix
quchu	phrase-full,phrase-prefix
quchut	phrase-prefix
quchuti	phrase-prefix
quchutiw	phrase-prefix
quchutiwa	phrase-prefix
quchutiwai	phrase-full
quco	phrase-prefix
qucon	phrase-prefix
qucong	phrase-full
que	adjacent-key,syllable
qui	transposed-letters
quj	phrase-prefix
quji	phrase-prefix
qujie	phrase-full
qum	adjacent-key
qun	adjacent-key,missing-letter,phrase-prefix,syllable
quna	transposed-letters
qung	adjacent-key
qunj	phrase-prefix
qunji	phrase-prefix
qunjin	phrase-prefix
qunjing	phrase-full
quns	phrase-prefix
qunsh	phrase-prefix
qunsha	phrase-prefix
qunshan	phrase-full
qunx	phrase-prefix
qunxi	phrase-prefix
qunxin	phrase-prefix
qunxing	phrase-full
quong	adjacent-key
qur	adjacent-key
qusn	adjacent-key
quu	adjacent-key
quw	adjacent-key,phrase-prefix
quwe	phrase-prefix
quwei	phrase-prefix
quweij	phrase-prefix
quweiji	phrase-prefix
quweijin	phrase-prefix
quweijing	phrase-prefix
quweijings	phrase-prefix
quweijingsa	phrase-prefix
quweijingsai	phrase-full
quz	phrase-prefix
quzi	phrase-full
qw	phrase-initial
qwair	phrase-mixed
qwan	phrase-mixed
qweijsai	phrase-mixed
qwen	phrase-mixed
qwengshang	phrase-mixed
qwgs	phrase-initial
qwjs	phrase-initial
qwr	phrase-initial
qx	phrase-initial
qxd	phrase-initial
qxial	phrase-mixed
qxian	phrase-mixed
qxiang	phrase-mixed
qxiangwxing	phrase-mixed
qxiaoshou	phrase-mixed
qxid	phrase-mixed
qxing	phrase-mixed
qxl	phrase-initial
qxsh	phrase-initial
qxwx	phrase-initial
qy	adjacent-key,phrase-initial
qyan	adjacent-key
qye	adjacent-key
qyg	phrase-initial
qyin	phrase-mixed
qyiszhong	phrase-mixed
qyn	adjacent-key
qyongzdaokshang	phrase-mixed
qysz	phrase-initial
qyuan	phrase-mixed
qyuanz	phrase-mixed
qyue	phrase-mixed
qyueg	phrase-mixed
qyz	phrase-initial
qyzdks	phrase-initial
qz	phrase-initial
qzha	phrase-mixed
qzhanx	phrase-mixed
qzhizxing	phrase-mixed
qzhuwmen	phrase-mixed
qzi	phrase-mixed
qzuo	phrase-mixed
qzwm	phrase-initial
qzx	phrase-initial
qzzx	phrase-initial
r	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
ra	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
rab	adjacent-key
rabg	adjacent-key
rag	missing-letter
ragn	transposed-letters
rai	adjacent-key
ram	adjacent-key
ramg	adjacent-key
ran	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
ranf	adjacent-key
rang	adjacent-key,phrase-prefix,syllable
rangq	phrase-prefix
rangqi	phrase-prefix
rangqil	phrase-prefix
rangqila	phrase-prefix
rangqilai	phrase-full
rangz	phrase-prefix
rangzu	phrase-prefix
rangzuo	phrase-full
ranh	adjacent-key
rao	adjacent-key,syllable
rap	adjacent-key
raun	transposed-letters
rc	phrase-initial
rchenx	phrase-mixed
rchong	phrase-mixed
rcx	phrase-initial
rdiant	phrase-mixed
rdt	phrase-initial
re	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix,transposed-letters
reb	adjacent-key
rebg	adjacent-key
rec	phrase-prefix
rech	phrase-prefix
reche	phrase-prefix
rechen	phrase-prefix
rechenx	phrase-prefix
rechenxi	phrase-prefix
rechenxin	phrase-full
red	phrase-prefix
redi	phrase-prefix
redia	phrase-prefix
redian	phrase-prefix
rediant	phrase-prefix
redianti	phrase-full
reg	missing-letter
regn	transposed-letters
reh	phrase-prefix
rehu	phrase-prefix
rehuo	phrase-prefix
rehuos	phrase-prefix
rehuosh	phrase-prefix
rehuosha	phrase-prefix
rehuoshan	phrase-prefix
rehuoshang	phrase-prefix
rehuoshangs	phrase-prefix
rehuoshangsh	phrase-prefix
rehuoshangshe	phrase-prefix
rehuoshangshen	phrase-full
rem	adjacent-key
remg	adjacent-key
ren	missing-letter,phrase-prefix,syllable,syllable-prefix
renf	adjacent-key
reng	adjacent-key,phrase-prefix,syllable
rengh	phrase-prefix
renghu	phrase-prefix
renghui	phrase-full
renh	adjacent-key
renk	phrase-prefix
renko	phrase-prefix
renkou	phrase-full
rens	phrase-prefix
rensu	phrase-prefix
rensua	phrase-prefix
rensuan	phrase-prefix
rensuanb	phrase-prefix
rensuanbu	phrase-prefix
rensuanbur	phrase-prefix
rensuanburu	phrase-full
rent	phrase-prefix
rento	phrase-prefix
rentou	phrase-prefix
rentoul	phrase-prefix
rentoulu	phrase-prefix
rentouluo	phrase-prefix
rentouluod	phrase-prefix
rentouluodi	phrase-full
renw	phrase-prefix
renwu	phrase-full
renx	phrase-prefix
renxi	phrase-prefix
renxia	phrase-prefix
renxial	phrase-prefix
renxiala	phrase-prefix
renxialai	phrase-full
renxin	phrase-prefix
renxing	phrase-prefix
renxingb	phrase-prefix
renxingbe	phrase-prefix
renxingben	phrase-prefix
renxingbene	phrase-full
reny	phrase-prefix
renya	phrase-prefix
renyan	phrase-prefix
renyanj	phrase-prefix
renyanji	phrase-prefix
renyanjij	phrase-prefix
renyanjiji	phrase-full
renyi	phrase-full
rex	phrase-prefix
rexi	phrase-prefix
rexia	phrase-full
rey	phrase-prefix
reyu	phrase-prefix
reyua	phrase-prefix
reyuan	phrase-full
rg	phrase-initial
rguang	phrase-mixed
rh	phrase-initial
rhss	phrase-initial
rhui	phrase-mixed
rhuosshen	phrase-mixed
ri	adjacent-key,missing-letter,phrase-prefix,syllable
rian	adjacent-key
riao	adjacent-key
rie	adjacent-key
rii	adjacent-key
rij	phrase-prefix
riji	phrase-prefix
rijia	phrase-prefix
rijian	phrase-full
rim	phrase-prefix
rimu	phrase-prefix
rimul	phrase-prefix
rimulu	phrase-prefix
rimuluy	phrase-prefix
rimuluyu	phrase-prefix
rimuluyua	phrase-prefix
rimuluyuan	phrase-full
rin	adjacent-key
ring	adjacent-key
rio	adjacent-key
riu	adjacent-key,transposed-letters
rj	phrase-initial
rjian	phrase-mixed
rjiu	phrase-mixed
rk	phrase-initial
rkou	phrase-mixed
rm	phrase-initial
rming	phrase-mixed
rmly	phrase-initial
rmulyuan	phrase-mixed
rn	adjacent-key,missing-letter,phrase-initial
rna	transposed-letters
rnag	transposed-letters
rne	transposed-letters
rneg	transposed-letters
rng	adjacent-key,missing-letter
rni	phrase-mixed
rnog	transposed-letters
rnu	transposed-letters
ro	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
roa	transposed-letters
robg	adjacent-key
rog	missing-letter
rogn	transposed-letters
roi	adjacent-key
romg	adjacent-key
ron	missing-letter,phrase-prefix,syllable-prefix
ronf	adjacent-key
rong	adjacent-key,phrase-prefix,syllable
rongc	phrase-prefix
rongch	phrase-prefix
rongcho	phrase-prefix
rongchon	phrase-prefix
rongchong	phrase-full
rongw	phrase-prefix
rongwe	phrase-prefix
rongwei	phrase-full
ronh	adjacent-key
rou	adjacent-key,phrase-prefix,syllable,transposed-letters
roug	phrase-prefix
rougu	phrase-prefix
rougua	phrase-prefix
rouguan	phrase-prefix
rouguang	phrase-full
rour	phrase-prefix
rouru	phrase-prefix
rourua	phrase-prefix
rouruan	phrase-prefix
rouruand	phrase-prefix
rouruandu	phrase-full
rous	phrase-prefix
roush	phrase-prefix
rousha	phrase-prefix
roushan	phrase-full
rout	phrase-prefix
routi	phrase-prefix
routis	phrase-prefix
routish	phrase-prefix
routisha	phrase-prefix
routishan	phrase-prefix
routishang	phrase-full
roy	adjacent-key
rpng	adjacent-key
rpu	adjacent-key
rqil	phrase-mixed
rql	phrase-initial
rr	adjacent-key
rrd	phrase-initial
rrn	adjacent-key
rrng	adjacent-key
rruand	phrase-mixed
rs	phrase-initial
rsbr	phrase-initial
rshan	phrase-mixed
rshe	phrase-mixed
rshistang	phrase-mixed
rsn	adjacent-key
rsng	adjacent-key
rso	adjacent-key
rsst	phrase-initial
rsuanbru	phrase-mixed
rtis	phrase-mixed
rtld	phrase-initial
rtouldi	phrase-mixed
rts	phrase-initial
ru	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
rua	missing-letter,syllable-prefix
ruab	adjacent-key
ruam	adjacent-key
ruan	adjacent-key,syllable
rub	adjacent-key
rui	adjacent-key,phrase-prefix,syllable
ruiy	phrase-prefix
ruiya	phrase-prefix
ruiyan	phrase-full
ruiyi	phrase-full
ruj	phrase-prefix
ruji	phrase-prefix
rujiu	phrase-full
rum	adjacent-key,phrase-prefix
rumi	phrase-prefix
rumin	phrase-prefix
ruming	phrase-full
run	adjacent-key,missing-letter,phrase-prefix,syllable
runa	transposed-letters
runi	phrase-full
runy	phrase-prefix
runyu	phrase-prefix
runyue	phrase-full
ruo	adjacent-key,phrase-prefix,syllable,transposed-letters
ruow	phrase-prefix
ruowu	phrase-prefix
ruowuq	phrase-prefix
ruowuqi	phrase-prefix
ruowuqis	phrase-prefix
ruowuqish	phrase-prefix
ruowuqishi	phrase-full
ruoy	phrase-prefix
ruoyo	phrase-prefix
ruoyou	phrase-prefix
ruoyouq	phrase-prefix
ruoyouqi	phrase-prefix
ruoyouqis	phrase-prefix
ruoyouqish	phrase-prefix
ruoyouqishi	phrase-full
rup	adjacent-key
rus	phrase-prefix
rush	phrase-prefix
rushe	phrase-full
rushi	phrase-prefix
rushis	phrase-prefix
rushish	phrase-prefix
rushishe	phrase-prefix
rushishen	phrase-prefix
rushisheng	phrase-prefix
rushishengt	phrase-prefix
rushishengta	phrase-prefix
rushishengtan	phrase-prefix
rushishengtang	phrase-full
rusn	adjacent-key
ruu	adjacent-key
rux	phrase-prefix
ruxi	phrase-prefix
ruxia	phrase-prefix
ruxian	phrase-prefix
ruxiany	phrase-prefix
ruxianya	phrase-prefix
ruxianyan	phrase-full
ruxu	phrase-prefix
ruxua	phrase-prefix
ruxuan	phrase-prefix
ruxuanw	phrase-prefix
ruxuanwe	phrase-prefix
ruxuanwei	phrase-full
ruz	phrase-prefix
ruzi	phrase-full
rw	adjacent-key,phrase-initial
rwei	phrase-mixed
rwn	adjacent-key
rwng	adjacent-key
rwqs	phrase-initial
rwu	phrase-mixed
rwuqshi	phrase-mixed
rx	phrase-initial
rxbe	phrase-initial
rxia	phrase-mixed
rxial	phrase-mixed
rxiany	phrase-mixed
rxingbe	phrase-mixed
rxl	phrase-initial
rxuanw	phrase-mixed
rxw	phrase-initial
rxy	phrase-initial
ry	adjacent-key,phrase-initial
ryan	adjacent-key,phrase-mixed
ryanjji	phrase-mixed
ryi	adjacent-key,phrase-mixed
ryjj	phrase-initial
ryn	adjacent-key
ryo	adjacent-key
ryouqshi	phrase-mixed
ryqs	phrase-initial
ryuan	phrase-mixed
ryue	phrase-mixed
rz	phrase-initial
rzi	phrase-mixed
rzuo	phrase-mixed
s	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
sa	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
sab	adjacent-key
sabg	adjacent-key
sag	missing-letter
sagn	transposed-letters
sah	transposed-letters
sahi	transposed-letters
sahn	transposed-letters
sahng	transposed-letters
saho	transposed-letters
sai	adjacent-key,missing-letter,syllable
sam	adjacent-key
samg	adjacent-key
san	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
sanb	phrase-prefix
sanba	phrase-prefix
sanbao	phrase-prefix
sanbaot	phrase-prefix
sanbaota	phrase-prefix
sanbaotai	phrase-prefix
sanbaotaij	phrase-prefix
sanbaotaiji	phrase-prefix
sanbaotaijia	phrase-prefix
sanbaotaijian	phrase-full
sanc	phrase-prefix
sanch	phrase-prefix
sancha	phrase-prefix
sanchal	phrase-prefix
sanchalu	phrase-full
sanchan	phrase-prefix
sanchang	phrase-prefix
sanchangs	phrase-prefix
sanchangsi	phrase-prefix
sanchangsid	phrase-prefix
sanchangsidu	phrase-prefix
sanchangsidua	phrase-prefix
sanchangsiduan	phrase-full
sand	phrase-prefix
sandi	phrase-prefix
sandia	phrase-prefix
sandian	phrase-prefix
sandians	phrase-prefix
sandiansh	phrase-prefix
sandianshi	phrase-full
sandim	phrase-prefix
sandime	phrase-prefix
sandimen	phrase-full
sanf	adjacent-key
sang	adjacent-key,missing-letter,phrase-prefix,syllable
sangq	phrase-prefix
sangqi	phrase-full
sangy	phrase-prefix
sangye	phrase-full
sanh	adjacent-key
sanj	phrase-prefix
sanju	phrase-prefix
sanjue	phrase-prefix
sanjuew	phrase-prefix
sanjuewe	phrase-prefix
sanjuewei	phrase-full
sanjuq	phrase-prefix
sanjuqi	phrase-prefix
sanjuqin	phrase-prefix
sanjuqing	phrase-prefix
sanjuqinga	phrase-prefix
sanjuqingan	phrase-full
sanl	phrase-prefix
sanli	phrase-prefix
sanlin	phrase-prefix
sanling	phrase-prefix
sanlingw	phrase-prefix
sanlingwu	phrase-prefix
sanlingwus	phrase-prefix
sanlingwush	phrase-prefix
sanlingwushe	phrase-prefix
sanlingwushen	phrase-full
sanlu	phrase-prefix
sanluo	phrase-full
sans	phrase-prefix
sansh	phrase-prefix
sanshe	phrase-prefix
sanshen	phrase-full
sant	phrase-prefix
santa	phrase-prefix
santai	phrase-prefix
santail	phrase-prefix
santaili	phrase-prefix
santailia	phrase-prefix
santailian	phrase-prefix
santailianb	phrase-prefix
santailianbo	phrase-full
sanx	phrase-prefix
sanxi	phrase-prefix
sanxia	phrase-prefix
sanxian	phrase-prefix
sanxianq	phrase-prefix
sanxianqi	phrase-prefix
sanxianqin	phrase-full
sany	phrase-prefix
sanyi	phrase-full
sanyu	phrase-prefix
sanyua	phrase-prefix
sanyuan	phrase-full
sanz	phrase-prefix
sanzh	phrase-prefix
sanzha	phrase-prefix
sanzhan	phrase-prefix
sanzhang	phrase-prefix
sanzhangz	phrase-prefix
sanzhangzh	phrase-prefix
sanzhangzhi	phrase-full
sao	adjacent-key,missing-letter,syllable
sap	adjacent-key
sas	phrase-prefix
sash	phrase-prefix
sashu	phrase-prefix
sashui	phrase-prefix
sashuiq	phrase-prefix
sashuiqi	phrase-full
sau	adjacent-key
saun	transposed-letters
sb	phrase-initial
sbaotjian	phrase-mixed
sbei	phrase-mixed
sbtj	phrase-initial
sc	phrase-initial
scb	phrase-initial
scej	phrase-initial
sceng	phrase-mixed
scf	phrase-initial
schal	phrase-mixed
schangsduan	phrase-mixed
schanjjin	phrase-mixed
schenb	phrase-mixed
scheng	phrase-mixed
schenglban	phrase-mixed
schi	phrase-mixed
schongejiao	phrase-mixed
schunf	phrase-mixed
schuytiaoslu	phrase-mixed
schuzkang	phrase-mixed
scjj	phrase-initial
scl	phrase-initial
sclb	phrase-initial
scsd	phrase-initial
scytsl	phrase-initial
sczk	phrase-initial
sd	phrase-initial
sda	phrase-mixed
sdai	phrase-mixed
sdaih	phrase-mixed
sdan	phrase-mixed
sdaorjin	phrase-mixed
sdh	phrase-initial
sdians	phrase-mixed
sdianwsi	phrase-mixed
sdim	phrase-mixed
sdm	phrase-initial
sdong	phrase-mixed
sdqc	phrase-initial
sdrj	phrase-initial
sds	phrase-initial
sduanqchang	phrase-mixed
sdui	phrase-mixed
sdws	phrase-initial
se	adjacent-key,missing-letter,phrase-initial,phrase-mixed,phrase-prefix,syllable,syllable-prefix
seb	adjacent-key
sebg	adjacent-key
seg	missing-letter,phrase-prefix
segn	transposed-letters
segu	phrase-prefix
segua	phrase-prefix
seguan	phrase-prefix
seguang	phrase-full
seh	transposed-letters
sehi	transposed-letters
sehn	transposed-letters
sehng	transposed-letters
sei	adjacent-key,missing-letter,syllable
sem	adjacent-key
semg	adjacent-key
sen	missing-letter,syllable,syllable-prefix
senf	adjacent-key
seng	adjacent-key,missing-letter,syllable
senh	adjacent-key
seo	adjacent-key
sersxiao	phrase-mixed
ses	phrase-prefix
sese	phrase-prefix
seses	phrase-prefix
sesesu	phrase-prefix
sesesuo	phrase-prefix
sesesuos	phrase-prefix
sesesuosu	phrase-prefix
sesesuosuo	phrase-full
sesx	phrase-initial
seu	adjacent-key
sf	phrase-initial
sfu	phrase-mixed
sg	phrase-initial
sga	adjacent-key
sgai	adjacent-key
sgan	adjacent-key,phrase-mixed
sgang	adjacent-key
sgao	adjacent-key,phrase-mixed
sge	adjacent-key,phrase-mixed
sgei	adjacent-key,phrase-mixed
sgen	adjacent-key
sgeng	adjacent-key
sgf	phrase-initial
sgi	adjacent-key
sgou	adjacent-key
sgu	adjacent-key,phrase-mixed
sgua	adjacent-key,phrase-mixed
sguai	adjacent-key
sguan	adjacent-key
sguang	adjacent-key,phrase-mixed
sgui	adjacent-key
sgun	adjacent-key
sguo	adjacent-key,phrase-mixed
sguof	phrase-mixed
sh	missing-letter,phrase-initial,phrase-prefix,syllable-prefix
sha	missing-letter,phrase-prefix,syllable,syllable-prefix
shab	adjacent-key
shabg	adjacent-key
shac	phrase-prefix
shach	phrase-prefix
shache	phrase-prefix
shachen	phrase-prefix
shachenb	phrase-prefix
shachenba	phrase-prefix
shachenbao	phrase-full
shachu	phrase-prefix
shachuy	phrase-prefix
shachuyi	phrase-prefix
shachuyit	phrase-prefix
shachuyiti	phrase-prefix
shachuyitia	phrase-prefix
shachuyitiao	phrase-prefix
shachuyitiaos	phrase-prefix
shachuyitiaosh	phrase-prefix
shachuyitiaoshe	phrase-prefix
shachuyitiaoshen	phrase-prefix
shachuyitiaosheng	phrase-prefix
shachuyitiaoshengl	phrase-prefix
shachuyitiaoshenglu	phrase-full
shad	phrase-prefix
shada	phrase-prefix
shadai	phrase-full
shadu	phrase-prefix
shadui	phrase-full
shag	missing-letter
shagn	transposed-letters
shai	adjacent-key,missing-letter,syllable
shaj	phrase-prefix
shaji	phrase-prefix
shajij	phrase-prefix
shajiji	phrase-prefix
shajijin	phrase-prefix
shajijing	phrase-prefix
shajijingh	phrase-prefix
shajijingho	phrase-prefix
shajijinghou	phrase-full
shal	phrase-prefix
shala	phrase-prefix
shalao	phrase-prefix
shalaoy	phrase-prefix
shalaoyu	phrase-prefix
shalaoyue	phrase-full
sham	adjacent-key,phrase-prefix
shamg	adjacent-key
shami	phrase-full
shan	missing-letter,phrase-mixed,phrase-prefix,syllable,syllable-prefix
shand	phrase-prefix
shando	phrase-prefix
shandon	phrase-prefix
shandong	phrase-full
shanf	adjacent-key
shang	missing-letter,phrase-mixed,phrase-prefix,syllable
shangh	phrase-prefix
shangha	phrase-prefix
shanghan	phrase-prefix
shanghang	phrase-full
shangj	phrase-prefix
shangji	phrase-prefix
shangjin	phrase-full
shangl	phrase-prefix
shangli	phrase-full
shanglu	phrase-full
shangm	phrase-prefix
shangmi	phrase-prefix
shangmin	phrase-prefix
shangming	phrase-full
shangp	phrase-prefix
shangpi	phrase-prefix
shangpin	phrase-prefix
shangpinb	phrase-prefix
shangpinbi	phrase-prefix
shangpinbia	phrase-prefix
shangpinbiao	phrase-prefix
shangpinbiaos	phrase-prefix
shangpinbiaosh	phrase-prefix
shangpinbiaoshi	phrase-full
shangs	phrase-prefix
shangsh	phrase-prefix
shangshe	phrase-prefix
shangshen	phrase-full
shangw	phrase-prefix
shangwa	phrase-prefix
shangwan	phrase-prefix
shangwang	phrase-full
