input	hiragana	katakana	consumed
paseri	ぱせり	パセリ	0
pashifyikku	ぱしふぃっく	パシフィック	0
pasokon	ぱそこん	パソコン	0
passhingu	ぱっしんぐ	パッシング	0
passhon	ぱっしょん	パッション	0
pasu	ぱす	パス	0
pasukaru	ぱすかる	パスカル	0
pasukeesu	ぱすけえす	パスケエス	0
pasupooto	ぱすぽおと	パスポオト	0
pasuta	ぱすた	パスタ	0
pasuteru	ぱすてる	パステル	0
pasuwaado	ぱすわあど	パスワアド	0
pataa	ぱたあ	パタア	0
pataan	ぱたあん	パタアン	0
patchiwaaku	ぱ	パ	2
pate	ぱて	パテ	0
pateio	ぱていお	パテイオ	0
patokaa	ぱとかあ	パトカア	0
patorioteizumu	ぱとりおていずむ	パトリオテイズム	0
patoron	ぱとろん	パトロン	0
patorooru	ぱとろおる	パトロオル	0
patteingu	ぱっていんぐ	パッテイング	0
patto	ぱっと	パット	0
paudaa	ぱうだあ	パウダア	0
pawaa	ぱわあ	パワア	0
pawaaappu	ぱわああっぷ	パワアアップ	0
pawaasutearingu	ぱわあすてありんぐ	パワアステアリング	0
pawafuru	ぱわふる	パワフル	0
pazuru	ぱずる	パズル	0
pe	ぺ	ペ	0
pea	ぺあ	ペア	0
pearingu	ぺありんぐ	ペアリング	0
pecwe	ぺくぇ	ペクェ	0
pedaru	ぺだる	ペダル	0
pedomeetaa	ぺどめえたあ	ペドメエタア	0
peeji	ぺえじ	ペエジ	0
peepaa	ぺえぱあ	ペエパア	0
peeru	ぺえる	ペエル	0
peesosu	ぺえそす	ペエソス	0
peesu	ぺえす	ペエス	0
peesumeekaa	ぺえすめえかあ	ペエスメエカア	0
pei	ぺい	ペイ	0
peinkurinikku	ぺいんくりにっく	ペインクリニック	0
peinto	ぺいんと	ペイント	0
pekin	ぺきん	ペキン	0
pekopeko	ぺこぺこ	ペコペコ	0
pen	ぺん	ペン	0
penanto	ぺなんと	ペナント	0
penaruteii	ぺなるていい	ペナルテイイ	0
penchi	ぺんち	ペンチ	0
pendanto	ぺんだんと	ペンダント	0
pengin	ぺんぎん	ペンギン	0
penishirin	ぺにしりん	ペニシリン	0
penki	ぺんき	ペンキ	0
penkurabu	ぺんくらぶ	ペンクラブ	0
penneemu	ぺんねえむ	ペンネエム	0
pensaki	ぺんさき	ペンサキ	0
penshirubenia	ぺんしるべにあ	ペンシルベニア	0
penshon	ぺんしょん	ペンション	0
pentagon	ぺんたごん	ペンタゴン	0
pepushin	ぺぷしん	ペプシン	0
perapera	ぺらぺら	ペラペラ	0
perikan	ぺりかん	ペリカン	0
peruu	ぺるう	ペルウ	0
pes	ぺ	ペ	2
pesh	ぺ	ペ	2
peshi	ぺし	ペシ	0
peshim	ぺし	ペシ	5
peshimi	ぺしみ	ペシミ	0
peshimis	ぺしみ	ペシミ	7
peshimisu	ぺしみす	ペシミス	0
peshimisut	ぺしみす	ペシミス	9
peshimisute	ぺしみすて	ペシミステ	0
peshimisutei	ぺしみすてい	ペシミステイ	0
peshimisuteik	ぺしみすてい	ペシミステイ	12
peshimisuteikk	ぺしみすてい	ペシミステイ	12
peshimisuteikku	ぺしみすていっく	ペシミステイック	0
peshimisuteikkushinkon	ぺしみすていっくしんこん	ペシミステイックシンコン	0
pessarii	ぺっさりい	ペッサリイ	0
pesuto	ぺすと	ペスト	0
petto	ぺっと	ペット	0
pettofuudo	ぺっとふうど	ペットフウド	0
pi	ぴ	ピ	0
piaje	ぴあじぇ	ピアジェ	0
pianisuto	ぴあにすと	ピアニスト	0
piano	ぴあの	ピアノ	0
piasu	ぴあす	ピアス	0
picwi	ぴくぃ	ピクィ	0
piero	ぴえろ	ピエロ	0
piichi	ぴいち	ピイチ	0
piiku	ぴいく	ピイク	0
piiman	ぴいまん	ピイマン	0
piinatsu	ぴいなつ	ピイナツ	0
piinattsu	ぴいなっつ	ピイナッツ	0
piipingutomu	ぴいぴんぐとむ	ピイピングトム	0
piipuru	ぴいぷる	ピイプル	0
piipuruzukyapitarizumu	ぴいぷるずきゃぴたりずむ	ピイプルズキャピタリズム	0
piisu	ぴいす	ピイス	0
piitaapanshindoroomu	ぴいたあぱんしんどろおむ	ピイタアパンシンドロオム	0
pik	ぴ	ピ	2
pika	ぴか	ピカ	0
pikapika	ぴかぴか	ピカピカ	0
pikas	ぴか	ピカ	4
pikaso	ぴかそ	ピカソ	0
pikasokomusubi	ぴかそこむすび	ピカソコムスビ	0
pike	ぴけ	ピケ	0
pikkingu	ぴっきんぐ	ピッキング	0
pikku	ぴっく	ピック	0
pikkuappusaabisu	ぴっくあっぷさあびす	ピックアップサアビス	0
piko	ぴこ	ピコ	0
pikuchaa	ぴくちゃあ	ピクチャア	0
pikunikku	ぴくにっく	ピクニック	0
pin	ぴん	ピン	0
pinchi	ぴんち	ピンチ	0
pinchihittaa	ぴんちひったあ	ピンチヒッタア	0
pinkozou	ぴんこぞう	ピンコゾウ	0
pinku	ぴんく	ピンク	0
pinpin	ぴんぴん	ピンピン	0
pinpointo	ぴんぽいんと	ピンポイント	0
pinpon	ぴんぽん	ピンポン	0
pinsetto	ぴんせっと	ピンセット	0
pinto	ぴんと	ピント	0
pirafu	ぴらふ	ピラフ	0
piramiddo	ぴらみっど	ピラミッド	0
pirania	ぴらにあ	ピラニア	0
piri	ぴり	ピリ	0
piriodo	ぴりおど	ピリオド	0
piripiri	ぴりぴり	ピリピリ	0
piru	ぴる	ピル	0
pisuton	ぴすとん	ピストン	0
pisutoru	ぴすとる	ピストル	0
pitchaa	ぴ	ピ	2
pitchi	ぴ	ピ	2
pitchingu	ぴ	ピ	2
pittari	ぴったり	ピッタリ	0
pitto	ぴっと	ピット	0
pittsua	ぴっつあ	ピッツア	0
piza	ぴざ	ピザ	0
po	ぽ	ポ	0
pocwo	ぽくぉ	ポクォ	0
poddokyasuto	ぽっどきゃすと	ポッドキャスト	0
poemu	ぽえむ	ポエム	0
pointo	ぽいんと	ポイント	0
pojishon	ぽじしょん	ポジション	0
pojishoningu	ぽじしょにんぐ	ポジショニング	0
pojiteibu	ぽじていぶ	ポジテイブ	0
pokan	ぽかん	ポカン	0
pokapoka	ぽかぽか	ポカポカ	0
poketto	ぽけっと	ポケット	0
pokettoberu	ぽけっとべる	ポケットベル	0
pokettomanee	ぽけっとまねえ	ポケットマネエ	0
pokettosaizu	ぽけっとさいず	ポケットサイズ	0
pondo	ぽんど	ポンド	0
poniiteeru	ぽにいてえる	ポニイテエル	0
ponpon	ぽんぽん	ポンポン	0
ponpu	ぽんぷ	ポンプ	0
poochi	ぽおち	ポオチ	0
pookaa	ぽおかあ	ポオカア	0
pooru	ぽおる	ポオル	0
pootaa	ぽおたあ	ポオタア	0
pootaburu	ぽおたぶる	ポオタブル	0
pooto	ぽおと	ポオト	0
pootofuorio	ぽおとふおりお	ポオトフオリオ	0
pootoreeto	ぽおとれえと	ポオトレエト	0
poozu	ぽおず	ポオズ	0
poppu	ぽっぷ	ポップ	0
poppuaato	ぽっぷああと	ポップアアト	0
poppukoon	ぽっぷこおん	ポップコオン	0
poppusu	ぽっぷす	ポップス	0
popuri	ぽぷり	ポプリ	0
popyuraa	ぽぴゅらあ	ポピュラア	0
por	ぽ	ポ	2
pori	ぽり	ポリ	0
poriechiren	ぽりえちれん	ポリエチレン	0
poriipu	ぽりいぷ	ポリイプ	0
porimaa	ぽりまあ	ポリマア	0
porineshia	ぽりねしあ	ポリネシア	0
porio	ぽりお	ポリオ	0
poripuropiren	ぽりぷろぴれん	ポリプロピレン	0
poris	ぽり	ポリ	4
porishii	ぽりしい	ポリシイ	0
porisu	ぽりす	ポリス	0
porisukarai	ぽりすからい	ポリスカライ	0
poro	ぽろ	ポロ	0
poruka	ぽるか	ポルカ	0
poruno	ぽるの	ポルノ	0
porutogaru	ぽるとがる	ポルトガル	0
pos	ぽ	ポ	2
posh	ぽ	ポ	2
poshe	ぽしぇ	ポシェ	0
poshet	ぽしぇ	ポシェ	5
poshett	ぽしぇ	ポシェ	5
poshetto	ぽしぇっと	ポシェット	0
poshettomiru	ぽしぇっとみる	ポシェットミル	0
poshibiritei	ぽしびりてい	ポシビリテイ	0
posutaa	ぽすたあ	ポスタア	0
posuto	ぽすと	ポスト	0
potaaju	ぽたあじゅ	ポタアジュ	0
potapota	ぽたぽた	ポタポタ	0
potensharu	ぽてんしゃる	ポテンシャル	0
poteto	ぽてと	ポテト	0
potetochippusu	ぽてとちっぷす	ポテトチップス	0
potofu	ぽとふ	ポトフ	0
potto	ぽっと	ポット	0
ppa	っぱ	ッパ	0
ppacwu	っぱくぅ	ッパクゥ	0
ppanashi	っぱなし	ッパナシ	0
ppe	っぺ	ッペ	0
ppecya	っぺちゃ	ッペチャ	0
ppi	っぴ	ッピ	0
ppicye	っぴちぇ	ッピチェ	0
ppo	っぽ	ッポ	0
ppocyi	っぽちぃ	ッポチィ	0
ppoi	っぽい	ッポイ	0
ppu	っぷ	ップ	0
ppucyo	っぷちょ	ップチョ	0
ppya	っぴゃ	ッピャ	0
ppyacyu	っぴゃちゅ	ッピャチュ	0
ppye	っぴぇ	ッピェ	0
ppyeda	っぴぇだ	ッピェダ	0
ppyi	っぴぃ	ッピィ	0
ppyidda	っぴぃっだ	ッピィッダ	0
ppyo	っぴょ	ッピョ	0
ppyodde	っぴょっで	ッピョッデ	0
ppyu	っぴゅ	ッピュ	0
ppyuddha	っぴゅっでゃ	ッピュッデャ	0
pu	ぷ	プ	0
puchi	ぷち	プチ	0
puddhe	ぷっでぇ	プッデェ	0
punpun	ぷんぷん	プンプン	0
pur	ぷ	プ	2
pura	ぷら	プラ	0
purachina	ぷらちな	プラチナ	0
puragu	ぷらぐ	プラグ	0
puragumateizumu	ぷらぐまていずむ	プラグマテイズム	0
puraha	ぷらは	プラハ	0
puraibashii	ぷらいばしい	プライバシイ	0
puraibeeto	ぷらいべえと	プライベエト	0
puraido	ぷらいど	プライド	0
puraimureeto	ぷらいむれえと	プライムレエト	0
puraimutaimu	ぷらいむたいむ	プライムタイム	0
puraisu	ぷらいす	プライス	0
purakaado	ぷらかあど	プラカアド	0
puramoderu	ぷらもでる	プラモデル	0
puran	ぷらん	プラン	0
puranetariumu	ぷらねたりうむ	プラネタリウム	0
purank	ぷらん	プラン	5
puranku	ぷらんく	プランク	0
purankut	ぷらんく	プランク	7
purankuto	ぷらんくと	プランクト	0
purankuton	ぷらんくとん	プランクトン	0
purankutonshokki	ぷらんくとんしょっき	プランクトンショッキ	0
purannaa	ぷらんなあ	プランナア	0
puranningu	ぷらんにんぐ	プランニング	0
purantaa	ぷらんたあ	プランタア	0
purantan	ぷらんたん	プランタン	0
puranto	ぷらんと	プラント	0
purasu	ぷらす	プラス	0
purasuchikku	ぷらすちっく	プラスチック	0
purattohoomu	ぷらっとほおむ	プラットホオム	0
puraza	ぷらざ	プラザ	0
purazuma	ぷらずま	プラズマ	0
pure	ぷれ	プレ	0
puree	ぷれえ	プレエ	0
pureebooru	ぷれえぼおる	プレエボオル	0
pureen	ぷれえん	プレエン	0
pureeofu	ぷれえおふ	プレエオフ	0
pureeto	ぷれえと	プレエト	0
pureey	ぷれえ	プレエ	5
pureeya	ぷれえや	プレエヤ	0
pureeyaa	ぷれえやあ	プレエヤア	0
pureeyaashokuhatsu	ぷれえやあしょくはつ	プレエヤアショクハツ	0
purehabu	ぷれはぶ	プレハブ	0
purei	ぷれい	プレイ	0
pureibooi	ぷれいぼおい	プレイボオイ	0
pureigaaru	ぷれいがある	プレイガアル	0
pureirisuto	ぷれいりすと	プレイリスト	0
pureiyaa	ぷれいやあ	プレイヤア	0
purejidento	ぷれじでんと	プレジデント	0
puremiamu	ぷれみあむ	プレミアム	0
pureryuudo	ぷれりゅうど	プレリュウド	0
puresshaa	ぷれっしゃあ	プレッシャア	0
puresu	ぷれす	プレス	0
puresukurabu	ぷれすくらぶ	プレスクラブ	0
puresuririisu	ぷれすりりいす	プレスリリイス	0
puresusentaa	ぷれすせんたあ	プレスセンタア	0
puretaporute	ぷれたぽるて	プレタポルテ	0
puretoria	ぷれとりあ	プレトリア	0
purezenteeshon	ぷれぜんてえしょん	プレゼンテエション	0
purezento	ぷれぜんと	プレゼント	0
puriitsu	ぷりいつ	プリイツ	0
purin	ぷりん	プリン	0
purinsesu	ぷりんせす	プリンセス	0
purinsu	ぷりんす	プリンス	0
purinta	ぷりんた	プリンタ	0
purintaa	ぷりんたあ	プリンタア	0
purinto	ぷりんと	プリント	0
puritei	ぷりてい	プリテイ	0
purizumu	ぷりずむ	プリズム	0
puro	ぷろ	プロ	0
purod	ぷろ	プロ	4
puroda	ぷろだ	プロダ	0
purodak	ぷろだ	プロダ	6
purodaku	ぷろだく	プロダク	0
purodakushon	ぷろだくしょん	プロダクション	0
purodakut	ぷろだく	プロダク	8
purodakuto	ぷろだくと	プロダクト	0
purodakutoshokuyou	ぷろだくとしょくよう	プロダクトショクヨウ	0
purodeyuusaa	ぷろでゆうさあ	プロデユウサア	0
purodeyuusu	ぷろでゆうす	プロデユウス	0
purofyesshonaru	ぷろふぇっしょなる	プロフェッショナル	0
purofyiiru	ぷろふぃいる	プロフィイル	0
purofyiirugazou	ぷろふぃいるがぞう	プロフィイルガゾウ	0
puroguramu	ぷろぐらむ	プログラム	0
purojekutaa	ぷろじぇくたあ	プロジェクタア	0
purojekuto	ぷろじぇくと	プロジェクト	0
puromooshon	ぷろもおしょん	プロモオション	0
puromootaa	ぷろもおたあ	プロモオタア	0
puromooto	ぷろもおと	プロモオト	0
puronputaa	ぷろんぷたあ	プロンプタア	0
puropaa	ぷろぱあ	プロパア	0
puropaganda	ぷろぱがんだ	プロパガンダ	0
puropan	ぷろぱん	プロパン	0
puropera	ぷろぺら	プロペラ	0
puropoozaru	ぷろぽおざる	プロポオザル	0
puropoozu	ぷろぽおず	プロポオズ	0
puroppujetto	ぷろっぷじぇっと	プロップジェット	0
puroresu	ぷろれす	プロレス	0
puroretaria	ぷろれたりあ	プロレタリア	0
puroroogu	ぷろろおぐ	プロロオグ	0
purosessaa	ぷろせっさあ	プロセッサア	0
purosesu	ぷろせす	プロセス	0
purotesutanto	ぷろてすたんと	プロテスタント	0
puroyakyuu	ぷろやきゅう	プロヤキュウ	0
purutoniumu	ぷるとにうむ	プルトニウム	0
puruukuboogen	ぷるうくぼおげん	プルウクボオゲン	0
pusshu	ぷっしゅ	プッシュ	0
pusshuhon	ぷっしゅほん	プッシュホン	0
puu	ぷう	プウ	0
puur	ぷう	プウ	3
puuru	ぷうる	プウル	0
puurujouhatsu	ぷうるじょうはつ	プウルジョウハツ	0
puutaroo	ぷうたろお	プウタロオ	0
pya	ぴゃ	ピャ	0
pyaddhi	ぴゃっでぃ	ピャッディ	0
pye	ぴぇ	ピェ	0
pyeddho	ぴぇっでょ	ピェッデョ	0
pyi	ぴぃ	ピィ	0
pyiddhu	ぴぃっでゅ	ピィッデュ	0
pyo	ぴょ	ピョ	0
pyoddi	ぴょっぢ	ピョッヂ	0
pyonpyon	ぴょんぴょん	ピョンピョン	0
pyonyan	ぴょにゃん	ピョニャン	0
pyu	ぴゅ	ピュ	0
pyua	ぴゅあ	ピュア	0
pyuddo	ぴゅっど	ピュッド	0
qa	くぁ	クァ	0
qaddu	くぁっづ	クァッヅ	0
qe	くぇ	クェ	0
qeddwa	くぇっどぁ	クェッドァ	0
qi	くぃ	クィ	0
qiddwe	くぃっどぇ	クィッドェ	0
qo	くぉ	クォ	0
qoddwi	くぉっどぃ	クォッドィ	0
qqa	っくぁ	ックァ	0
qqaddwo	っくぁっどぉ	ックァッドォ	0
qqe	っくぇ	ックェ	0
qqeddwu	っくぇっどぅ	ックェッドゥ	0
qqi	っくぃ	ックィ	0
qqiddya	っくぃっぢゃ	ックィッヂャ	0
qqo	っくぉ	ックォ	0
qqoddye	っくぉっぢぇ	ックォッヂェ	0
qqu	っくぅ	ックゥ	0
qquddyi	っくぅっぢぃ	ックゥッヂィ	0
qqwa	っくぁ	ックァ	0
qqwaddyo	っくぁっぢょ	ックァッヂョ	0
qqwe	っくぇ	ックェ	0
qqweddyu	っくぇっぢゅ	ックェッヂュ	0
qqwi	っくぃ	ックィ	0
qqwide	っくぃで	ックィデ	0
qqwo	っくぉ	ックォ	0
qqwodha	っくぉでゃ	ックォデャ	0
qqwu	っくぅ	ックゥ	0
qqwudhe	っくぅでぇ	ックゥデェ	0
qqya	っくゃ	ックャ	0
qqyadhi	っくゃでぃ	ックャディ	0
qqye	っくぇ	ックェ	0
qqyedho	っくぇでょ	ックェデョ	0
qqyi	っくぃ	ックィ	0
qqyidhu	っくぃでゅ	ックィデュ	0
qqyo	っくょ	ックョ	0
qqyodi	っくょぢ	ックョヂ	0
qqyu	っくゅ	ックュ	0
qqyudo	っくゅど	ックュド	0
qu	くぅ	クゥ	0
qudu	くぅづ	クゥヅ	0
qwa	くぁ	クァ	0
qwadwa	くぁどぁ	クァドァ	0
qwe	くぇ	クェ	0
qwedwe	くぇどぇ	クェドェ	0
qwi	くぃ	クィ	0
qwidwi	くぃどぃ	クィドィ	0
qwo	くぉ	クォ	0
qwodwo	くぉどぉ	クォドォ	0
qwu	くぅ	クゥ	0
qwudwu	くぅどぅ	クゥドゥ	0
qya	くゃ	クャ	0
qyadya	くゃぢゃ	クャヂャ	0
qye	くぇ	クェ	0
qyedye	くぇぢぇ	クェヂェ	0
qyi	くぃ	クィ	0
qyidyi	くぃぢぃ	クィヂィ	0
qyo	くょ	クョ	0
qyodyo	くょぢょ	クョヂョ	0
qyu	くゅ	クュ	0
qyudyu	くゅぢゅ	クュヂュ	0
r			0
ra	ら	ラ	0
raado	らあど	ラアド	0
raage	らあげ	ラアゲ	0
raamen	らあめん	ラアメン	0
raaningu	らあにんぐ	ラアニング	0
rab	ら	ラ	2
rabaa	らばあ	ラバア	0
rabatorii	らばとりい	ラバトリイ	0
rabe	らべ	ラベ	0
raber	らべ	ラベ	4
raberu	らべる	ラベル	0
raberuseibutsu	らべるせいぶつ	ラベルセイブツ	0
rabiori	らびおり	ラビオリ	0
rabo	らぼ	ラボ	0
rabu	らぶ	ラブ	0
rabukome	らぶこめ	ラブコメ	0
raburetaa	らぶれたあ	ラブレタア	0
rabusongu	らぶそんぐ	ラブソング	0
rac	ら	ラ	2
rach	ら	ラ	2
rachi	らち	ラチ	0
rachibukku	らちぶっく	ラチブック	0
rachimondai	らちもんだい	ラチモンダイ	0
radaa	らだあ	ラダア	0
radeikaru	らでいかる	ラデイカル	0
radon	らどん	ラドン	0
rae	らえ	ラエ	0
rafu	らふ	ラフ	0
rafumaninofu	らふまにのふ	ラフマニノフ	0
rafupuree	らふぷれえ	ラフプレエ	0
rafuto	らふと	ラフト	0
ragaa	らがあ	ラガア	0
ragu	らぐ	ラグ	0
ragubii	らぐびい	ラグビイ	0
rai	らい	ライ	0
raiabiriteii	らいあびりていい	ライアビリテイイ	0
raibaru	らいばる	ライバル	0
raibu	らいぶ	ライブ	0
